,Unnamed: 0.1,Unnamed: 0,platformId,date,description,postUrl,expandedLink,domain,domain2
19663,19663,19663,2785379062879422675_5387637615,2022-03-02 23:18:00,"Help Ukraine 🇺🇦 Link in my bio to purchase this duo [100% of sales will be donated]
•••
Amidst ongoing attacks and bombings of major Ukrainian cities, it is devastating to see this atrocious invasion affect the homes and lives of citizens.
I urge you guys to get involved by purchasing this duo, as 100% of the sales will go to the Ukraine Humanitarian Fund, where funds will be made available to partner orgs at the front lines of response. Think of this as an incetive to donate $15 to UHF and I urge you all to take action with me.
*orders will come with 2 5 oz slimes & Ukrainian Heart Flag sticker*
If you would like to donate more, head to https://crisisrelief.un.org/t/ukraine 💙💛🇺🇦",https://www.instagram.com/p/Canp4AHvQjT/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
19993,19993,19993,2785269336672423832_44629620,2022-03-02 19:40:00,"Peace ☮️ ⁣for Ukraine. Join us in prayer, and if you can please donate. ⁣
⁣
https://crisisrelief.un.org/t/ukraine⁣
⁣
https://www.savethechildren.org/us/where-we-work/ukraine⁣
⁣
https://wck.org⁣
⁣
.⁣
.⁣
.⁣
⁣
#humanitarianaid #ukraine #adrianasbestrecipes 
#nowarinukraine #donatetoday #prayforukraine #helpukraine #abrecipes #peace #peaceforukraine",https://www.instagram.com/p/CanQ7RoJc-Y/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
20938,20938,20938,2785805811827325900_217001048,2022-03-03 13:25:53,"Edit: SOLD. 🙏
🇺🇦 Releasing this print to raise money to help Ukraine: 11 x 15 inches, signed, edition 1 of 1 ! (in this size) 
💶 333 EUR (but if you like you can donate more of course) 
The whole amount will be donated to ""Ukraine Humanitarian Fund""
( https://crisisrelief.un.org/t/ukraine )
The buyer will be requested to transfer the amount directly to the organisation & provide evidence. 
Choice of paper upon preference of the buyer (I can recommend) 

Message me, email me if you’re interested !
Shipping anywhere in Europe #ukraine #artforukraine #nowar",https://www.instagram.com/p/CapK6BDL7vM/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
22311,22311,22311,2786054998775286939_51130912650,2022-03-03 21:40:58,"As a matter of fact, more than one million people have fled Ukraine following Russia's invasion, in the swiftest refugee exodus this century, the United Nations said Thursday, as Russian forces continued their push for control of key cities

As a matter of fact, more than one million people have fled Ukraine following Russia's invasion, in the swiftest refugee exodus this century, according to United Nations

Lets help Ukraine by sharing, tagging this post or by donating to UN (https://crisisrelief.un.org/ukraine-crisis)

#LetPeacePrevailinUkraine #ukraine #ukrainegram #ukrainewar #ukarainrussiacrisis #peace #peaceoutbruh #love #spreadlove #human #love #happy #beauty #style #cozy #fashion #cute #virginia #torontocanada #loungewear #comfortableclothes #cozy #workfromhome #WFH #skimsshapewear #peaceandlove #fashionista #ootd #peaceoutbruh #peaceoutbruhofficial",https://www.instagram.com/p/CaqDkKes8yb/,https://crisisrelief.un.org/ukraine-crisis,crisisrelief.un.org,un
23515,23515,23515,2787478863682800022_3560272243,2022-03-05 20:49:56,"💔⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀If you want to help, click the link on my bio to donate to the Ukraine Humanitarian Fund https://crisisrelief.un.org/t/ukraine Or head to the White Eagle in Balham to donate and or help sort through donations. 💙💛⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀#stopputin #nowar #ukraine #slawaukraine #notowar #putin #kyiv #zelensky #peace #givepeaceachance #war #ukrainewar #ukrainetoday #ukraineonline #💔#💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔 #🇺🇦 #💙💛⠀⠀⠀⠀⠀⠀⠀",https://www.instagram.com/p/CavHUIAuQmW/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
27387,27387,27387,2789731614920403717_318575600,2022-03-08 23:31:00,"Introduction to dlr/berimbolo by World Champion Varun Mehrotra (Unity Jiu Jitsu)

This is part 1 of the charity seminar I taught. You can have full access to the seminar if you send me 25USD via Paypal or send me the receipt of your donation via dm 

paypal.me/vmbjj - All money will be donated to Ukraine Humanitarian Fun via UN Crisis Relief. In the note section write ""Donation"" and I'll send you the link to the full seminar

Charity details - https://crisisrelief.un.org/t/ukraine

0:00 Info
0:55 Technique",https://www.instagram.com/tv/Ca3Hh-GAesF/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
28432,28432,28432,2790107118947182151_21241638626,2022-03-09 11:51:49,"For March, 100% Georgian Natural Product Changed its Direction and is presenting Only Contemporary Ukrainian Music through 1h Mix.

Donate For Ukraine: https://crisisrelief.un.org/t/ukraine

MutantRadio.Net",https://www.instagram.com/p/Ca4c6ReIqZH/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
32191,32191,32191,2791693489329072561_1520514511,2022-03-11 16:23:39,"Lobbyists fam - want to help the crisis in Ukraine, but unsure how? Check out the UN Crisis Relief: Ukrainian Humanitarian Fund. Contributions are collected into a single, unearmarked fund and managed locally under UN leadership. As crises evolve, funds are made directly and immediately available to a wide range of partner organizations at the front lines of response. This way, funding reaches the people most in need when they need it. For even more resources, including volunteer opportunities, events, email templates, refugee information, news and more, please go to HelpSaveUkraine.com.

https://crisisrelief.un.org/t/ukraine",https://www.instagram.com/p/Ca-FnABOumx/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
33918,33918,33918,2791742388612270143_3112355410,2022-03-11 18:19:34,"🔍VISITA A SORPRESA! 
Il primo appuntamento di una lunga serie! 

Per questa nuova stagione abbiamo deciso di organizzare delle visite a sorpresa in tutti i nostri negozi per chiacchierare un po’ con le ragazze, scoprire la nuova collezione e farci raccontare da loro gli articoli must-have di questa primavera 😍

Oggi, nel negozio da uomo di Via XXV Aprile 54r, abbiamo intervistato @karinakozlova91 e @chiara.toselli1972! 

Vi ricordiamo infine che la nostra azienda sostiene attivamente la popolazione Ukraina in questo momento delicato attraverso l’associazione #CrisisRelief ( https://crisisrelief.un.org/t/ukraine ) e per questo vi invitiamo a visitare la pagina @ (non mi ricordo) per scoprire tutti i modi attraverso i quali è possibile dare una mano. Anche il contributo più piccolo può fare la differenza.

#AndreaMorando #VisiteASorpresa #NuovaCollezione #IlteAMpropone #StileAM #GustoItaliano",https://www.instagram.com/tv/Ca-QulBoog_/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
34962,34962,34962,2793871687554018526_3018494326,2022-03-14 16:31:20,"Please help us support the poor folks in Ukraine ❤️ Sri Dharma will be teaching on Sunday 5-545am Easy Combination all level class. Please donate what you can and send positive vibrations to those in need. 

Go to below links for more info.

https://www.mitrayogafest.com/mitra4peace

Please find the complete schedule: https://www.mitrayogafest.com/schedule/

https://crisisrelief.un.org/ukraine-crisis 

This has been set up by the Ukrainian Embassy in the UK and has been verified by the Oxford Ukrainian Society. The latter accepts all currencies.

Another agency we recommend is: 

The Joint Distribution Committee
Donate.jdc.org

May all beings be happy and free ❤️🙏❤️ 
#dharmayoganyc #mitrayogafest #ukraine",https://www.instagram.com/p/CbF039Mraze/,https://crisisrelief.un.org/ukraine-crisis,crisisrelief.un.org,un
40653,40653,40653,2795929850042128401_51098666156,2022-03-17 12:50:45,"🚨 PEACE BUNNY
 1/1 AUCTION ON OPENSEA 100% DONATION FOR UN CRISIS RELIEF🚨

In light of the recent turmoil happening in Ukraine, refugees are predicted to increase to 5 million people needing food, water and shelter. Women and children are at stake, displaced from their home and families. 

Based on DAO community voting we held on 👾 Discord, we will be doing an art-focused humanitarian aid initiative to refugees affected by the current war conflict. 
Launching a 1/1 GoodBunny NFT auction on Opensea where 100% of revenue goes to support refugees. Donation will go to UN Crisis Relief: https://crisisrelief.un.org/ukraine-crisis 

the Hope Bunny auction will start this March 17 for 5 days until March 22. 
Head over to our Opensea collection: https://opensea.io/collection/goodbunnypartnerships 
Link in Bio!
Stay tuned🐰❤️

#GoodBunny #GoodBunnySociety #NFTforChange #NFTforGood #LFG #ToTheMoon #Web3 #NFT #NFTprojects #Auction",https://www.instagram.com/tv/CbNI2KYrBgR/,https://crisisrelief.un.org/ukraine-crisis,crisisrelief.un.org,un
41041,41041,41041,2796734352706578305_185162165,2022-03-18 15:18:56,"We stand in solidarity and compassion with Ukraine. Our hearts are with all victims of this war and displaced people.
#standwithukraine

https://crisisrelief.un.org/imaginepeace (clickable link in bio)",https://www.instagram.com/p/CbP_xN4NSeB/,https://crisisrelief.un.org/imaginepeace,crisisrelief.un.org,un
43041,43041,43041,2798158457826500459_7730403908,2022-03-20 14:28:23,"We need your support!!!!

Buy the ""BM Peace"" bag to help the war effected people.

With your help, they can reach the most vulnerable people with food, clean water, medicine, shelter and much more when they need it most.

100% of the income from the bag will be donated to the Ukraine Humanitarian Fund (https://crisisrelief.un.org/t/ukraine)!

How to support:
- You can send us a personal message, you can get the bag directly from us.
- Or follow the link in our bio to get the bag via our bandcamp account.

Feel free to share our posting to show your solidarity for the people from Ukraine!

THANK YOU
🙏 🇺🇦

#nowarinukraine #nowar #standwithukraine #ukraine #makelovenotwar #bondagemusic #bombarthandsonbondage #bombartdesign #standupandhelp",https://www.instagram.com/p/CbVDkrIAN9r/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
43457,43457,43457,2797676522107166454_2166263432,2022-03-19 22:30:52,"Mitra Yoga Fest
Sunday Mar 20 2022
(Link in stories) 
KD will chant @ 3pm ET
more info below ~
Repost from @dharmayoganyc 

Please help us support the poor folks in Ukraine ❤️ (link in stories)

Sri Dharma will be teaching on Sunday 5-545am Easy Combination all level class. Please donate what you can and send positive vibrations to those in need. 

Go to below links for more info.

https://www.mitrayogafest.com/mitra4peace

Please find the complete schedule: https://www.mitrayogafest.com/schedule/

https://crisisrelief.un.org/ukraine-crisis 

This has been set up by the Ukrainian Embassy in the UK and has been verified by the Oxford Ukrainian Society. The latter accepts all currencies.

Another agency we recommend is: 

The Joint Distribution Committee
Donate.jdc.org

May all beings be happy and free ❤️🙏❤️ 
#dharmayoganyc #mitrayogafest #ukraine",https://www.instagram.com/p/CbTV_lgpd72/,https://crisisrelief.un.org/ukraine-crisis,crisisrelief.un.org,un
49465,49465,49465,2802275641464542106_48749634631,2022-03-26 06:48:30,"💙💛 There is no such thing as a small act of kindness 💙💛

As Holly, our AGL founders intention and passion is to create a kinder and more inclusive world she  believes that a small action can make a difference.

All Sale Proceeds on our All Good Laces Website(allgoodlaces.com) from February to March 2022, after deduction of expenses, is donated to ""UKRAINE HUMANITARIAN FUND"" (https://crisisrelief.un.org/ukraine-crisis) for humanitarian support of people in Ukraine. And she is still looking to extend it through assistance among our AGL community. Your money used to purchase our products has helped provide food, water, shelter and healthcare to refugees and displaced families.

We attached the link in our bio too so if you would like to make your donation direct to this fund you can definitely do so. 

💙💛 Thank you for your kindness & support as we work to make a difference... one heart at a time. 💪💪

May peace be with Ukraine.
May all wars be ended.
Please stay safe and keep up your good heart.

Your AGL gals :)",https://www.instagram.com/p/CbjrtlMOVOa/,https://crisisrelief.un.org/ukraine-crisis,crisisrelief.un.org,un
50575,50575,50575,2804787774511932543_6119352334,2022-03-29 17:59:39,"Lineup for Friday at @publicworkssf loft, the first of many epic partnerships this year! 

Daria Kolosova (NECHTO, Materia UA) - SF debut!
Tariq (Direct to Earth) - farewell set 😓
Sean Ocean (DEFSF, Resource Records) 

We will be donating 1/3 of all proceeds to the UN Crisis Relief Fund (https://crisisrelief.un.org/t/ukraine) and additionally Daria is donating 1/2 her fee. Let’s give her a warm welcome to the Bay and help raise some money for Ukraine 🇺🇦🖤

Ticket link in bio!",https://www.instagram.com/p/Cbsm57aJGR_/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
51737,51737,51737,2805472357972912137_6119352334,2022-03-30 16:47:00,"Who’s ready for the SF debut of Daria Kolosova this Friday April 1st at @publicworkssf loft? We are looking forward to her bringing the energy alongside sets from DTE resident @tariqi + DEFSF’s @sean_ocean 🛸

@dar.key is donating 1/2 her fee in aid of her home country, Ukraine, and additionally we are donating 1/3 of proceeds to the UN Crisis Relief 
Fund - https://crisisrelief.un.org/t/ukraine

Let’s give her a warm Bay Area welcome and help raise some money for Ukraine!! 🇺🇦

Come early, stay late 💫

Tickets in bio!",https://www.instagram.com/tv/CbvCj7cJygJ/,https://crisisrelief.un.org/t/ukraine,crisisrelief.un.org,un
